transcript_id,SRR10416456-sorted,SRR10416457-sorted,SRR10416458-sorted,SRR10416459-sorted,SRR10416460-sorted,SRR10416461-sorted,SRR10416462-sorted,SRR10416463-sorted,SRR10416464-sorted,SRR10416465-sorted,SRR10416466-sorted,SRR10416467-sorted
MSTRG.1361.1,0,0,0,0,0,0,0,0,0,0,0,67
MSTRG.1371.1,0,0,0,0,0,0,0,0,0,0,0,77
MSTRG.1378.1,0,0,0,43,63,0,0,0,0,0,3,82
MSTRG.1379.1,0,104,0,0,0,0,0,1,0,287,0,2
MSTRG.1381.1,0,0,0,40,0,0,0,0,391,0,0,12
MSTRG.1401.1,0,0,0,168,0,0,0,0,5,0,0,0
MSTRG.1405.1,0,0,0,102,0,0,0,323,0,29,5,15
MSTRG.1440.1,0,0,0,2,0,0,0,0,0,0,0,100
MSTRG.1445.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.1459.1,0,0,0,0,0,0,0,0,0,0,0,36
MSTRG.1472.1,0,0,0,30,0,0,0,0,0,0,0,16
MSTRG.1473.1,0,0,0,0,0,0,0,0,0,0,0,51
MSTRG.1474.1,0,0,0,0,0,0,0,0,28,0,0,0
MSTRG.1486.1,0,0,0,0,0,0,0,0,0,265,0,0
MSTRG.1497.1,0,170,0,3,0,0,0,11,0,0,35,147
MSTRG.1515.1,0,0,0,0,1130,0,0,0,0,0,0,0
MSTRG.1521.1,0,338,1,70,0,4,0,0,135,237,1,100
MSTRG.1542.1,0,0,0,26,0,0,0,0,0,0,0,0
MSTRG.1544.1,0,0,0,0,0,0,0,0,0,5,0,18
MSTRG.1550.1,0,0,0,0,0,0,0,0,30,0,0,8
MSTRG.1557.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.1562.1,0,0,0,0,0,0,0,0,0,0,0,39
MSTRG.1568.1,0,14,0,0,0,0,0,0,0,0,0,34
MSTRG.1582.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.1601.1,0,1,0,0,0,0,0,0,4,367,0,17
MSTRG.1610.1,0,0,0,0,0,0,0,0,0,0,0,45
MSTRG.1612.1,0,0,0,1054,0,0,0,10,0,0,181,571
MSTRG.1633.1,0,0,0,0,0,0,0,0,0,17,0,0
MSTRG.1635.1,0,0,0,0,16,0,0,6,0,9,30,83
MSTRG.1649.1,0,0,0,233,0,0,0,0,0,0,0,0
MSTRG.1652.1,0,0,0,0,0,0,0,7,0,0,0,68
MSTRG.1659.1,0,0,0,0,0,0,2,0,0,197,1,2
MSTRG.1666.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.1667.1,0,0,0,0,243,0,0,2,0,0,0,0
MSTRG.1695.1,0,4438,0,5,310,257,2,774,156,0,844,866
MSTRG.1735.1,0,0,0,75,0,5,0,0,7,0,2,0
MSTRG.1736.1,0,0,0,2,0,0,0,0,0,0,0,19
MSTRG.1737.1,0,0,0,15,0,14,0,0,96,283,0,20
MSTRG.1741.1,0,0,0,0,0,0,0,0,15,3,0,49
MSTRG.1744.1,0,0,0,0,0,0,0,0,0,0,0,29
MSTRG.1746.1,0,0,0,0,0,3,0,0,14,0,0,56
MSTRG.1749.1,0,0,0,0,0,0,0,0,0,0,0,85
MSTRG.1750.1,0,0,0,0,0,0,0,0,0,16,0,1
MSTRG.1753.1,0,0,0,0,0,0,0,15,42,0,2,0
MSTRG.1765.1,0,0,0,0,0,0,0,0,0,34,0,0
MSTRG.1768.1,0,0,0,0,0,0,514,2,0,252,0,25
MSTRG.1779.1,0,0,0,0,0,0,0,0,0,0,0,75
MSTRG.1780.1,0,0,0,0,0,0,0,0,0,0,0,26
MSTRG.1792.1,0,0,0,10,26,0,0,3,0,0,0,34
MSTRG.1794.1,0,0,0,0,0,0,0,0,0,0,0,43
MSTRG.1798.1,0,0,0,0,0,0,0,0,0,18,0,41
MSTRG.1825.1,0,0,0,0,2,25,0,27,100,2,413,336
MSTRG.1850.1,0,0,0,12,0,0,0,0,0,2,0,20
MSTRG.1852.1,0,0,0,0,0,0,0,0,0,0,0,55
MSTRG.1853.1,0,0,0,0,0,0,0,0,0,397,0,27
MSTRG.1862.1,0,0,0,0,0,0,0,0,69,0,0,0
MSTRG.1863.1,0,0,0,0,0,0,0,0,0,0,0,21
MSTRG.1865.1,0,0,0,145,0,0,0,0,0,0,0,0
MSTRG.1867.1,0,0,0,0,0,0,0,4,0,0,0,54
MSTRG.1873.1,0,0,0,3,17,27,136,56,0,0,402,332
MSTRG.1881.1,0,0,0,0,0,0,0,0,0,0,0,42
MSTRG.1918.1,0,0,0,0,17,0,0,0,0,0,0,196
MSTRG.1929.1,0,0,0,0,0,0,0,0,0,38,0,0
MSTRG.1934.1,0,0,0,0,0,0,0,0,0,0,0,18
MSTRG.1937.1,0,0,3,3,66,581,0,604,3,0,88,1518
MSTRG.1941.1,0,0,0,0,0,0,0,0,0,0,0,24
MSTRG.1945.1,0,3,0,0,647,0,0,0,0,0,0,24
MSTRG.1960.1,0,0,0,139,0,0,0,426,96,33,5,39
MSTRG.1966.1,0,0,0,41,0,0,0,1,83,64,0,84
MSTRG.1970.1,0,0,0,7,188,14,0,13,232,0,0,115
MSTRG.1977.1,0,0,0,0,0,0,0,0,0,26,0,18
MSTRG.2003.1,0,0,0,0,0,0,0,0,0,0,0,30
MSTRG.2015.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.2017.1,0,0,0,3,0,0,0,0,0,0,0,19
MSTRG.2018.1,0,0,0,0,0,0,0,0,0,0,218,28
MSTRG.2033.1,0,0,0,11,0,0,0,0,66,21,0,0
MSTRG.2037.1,0,0,2,0,0,0,0,238,0,133,0,15
MSTRG.2038.1,0,0,0,0,0,0,0,62,0,0,0,0
MSTRG.2043.1,0,0,0,0,0,0,0,0,0,0,0,99
MSTRG.2061.1,0,0,0,0,0,0,0,0,25,0,0,2
MSTRG.2064.1,0,0,0,0,0,0,0,0,0,0,0,39
MSTRG.2069.1,0,0,0,0,0,0,0,0,20,12,7,32
MSTRG.2070.1,0,0,0,6,0,0,0,26,4,14,129,67
MSTRG.2091.1,0,0,0,91,0,0,0,46,0,2,3,3
MSTRG.2118.1,0,0,0,185,0,0,0,0,1,0,0,106
MSTRG.2119.1,0,0,0,12,30,0,0,18,2,2,0,49
MSTRG.2130.1,0,0,0,0,0,0,0,0,0,0,0,70
MSTRG.2129.1,0,0,0,0,0,0,0,0,0,0,0,208
MSTRG.2135.1,0,0,0,48,0,0,0,0,0,0,0,38
MSTRG.2138.1,0,0,0,0,2,32,739,2,0,0,40,112
MSTRG.2146.1,0,0,0,38,0,0,0,0,0,0,0,0
MSTRG.2150.1,0,0,0,108,0,0,0,0,0,0,0,0
MSTRG.2153.1,0,0,0,4,3,0,0,29,69,268,6,63
MSTRG.2156.1,0,0,0,0,0,0,0,394,0,0,0,0
MSTRG.2165.1,0,0,583,153,2,0,0,0,1,650,0,24
MSTRG.2192.1,0,0,0,2,0,0,0,0,0,0,0,35
MSTRG.2198.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2200.1,0,0,0,0,0,0,0,0,0,0,39,0
MSTRG.2205.1,0,0,0,2,0,0,0,0,0,53,51,0
MSTRG.2211.1,0,0,0,0,0,0,0,0,0,144,0,0
MSTRG.2212.1,0,0,0,4,0,0,0,0,0,13,227,133
MSTRG.2213.1,0,0,0,80,8,3,0,1,0,0,0,13
MSTRG.2216.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2219.1,0,0,0,0,0,0,0,0,0,0,0,51
MSTRG.2238.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2240.1,0,0,0,0,0,0,79,0,0,0,0,0
MSTRG.2243.1,0,0,0,0,0,0,0,0,0,0,0,37
MSTRG.2244.1,0,0,0,0,0,0,0,0,0,18,0,0
MSTRG.2248.1,0,0,0,0,33,36,6,81,24,54,220,212
MSTRG.2253.1,0,0,0,300,2,0,0,0,63,332,36,145
MSTRG.2258.1,0,0,0,0,0,5,0,2,0,0,88,78
MSTRG.2272.1,0,0,0,14,88,0,0,0,0,9,0,159
MSTRG.2281.1,0,0,0,0,0,0,2,0,14,209,0,21
MSTRG.2283.1,0,0,0,0,0,0,866,0,0,0,11,94
MSTRG.2291.1,0,0,0,0,0,0,0,0,0,0,0,35
MSTRG.2300.1,0,0,0,0,0,0,0,3,0,0,0,92
MSTRG.2351.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.2407.1,0,164,0,338,0,0,0,12,0,469,0,130
MSTRG.2413.1,0,0,0,22,5,0,0,121,0,0,0,40
MSTRG.2444.1,0,0,0,7,0,0,0,0,0,0,0,31
MSTRG.2446.1,0,0,0,0,0,0,0,159,0,0,0,0
MSTRG.2447.1,0,0,0,0,42,0,0,166,26,14,24,248
MSTRG.2469.1,0,0,0,0,0,0,0,102,0,0,0,2
MSTRG.2476.1,0,0,0,0,0,32,0,248,0,0,0,141
MSTRG.2514.1,0,0,0,29,4,0,0,0,0,0,0,89
MSTRG.2513.1,0,453,0,0,0,0,0,0,0,0,0,1
MSTRG.2516.1,0,0,0,0,0,0,0,0,67,0,5,74
MSTRG.2517.1,0,0,0,4,0,0,0,0,0,0,0,57
MSTRG.2524.1,0,0,0,0,0,0,0,0,0,0,0,66
MSTRG.2536.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2542.1,0,0,0,0,0,0,0,0,238,0,0,0
MSTRG.2552.1,0,0,0,80,414,0,0,1,49,0,9,116
MSTRG.2563.1,0,0,0,0,0,0,0,175,197,0,0,68
MSTRG.2567.1,0,0,0,0,0,0,0,0,0,0,0,26
MSTRG.2570.1,0,0,0,0,0,0,0,752,0,0,0,0
MSTRG.2580.1,0,0,0,0,0,0,0,0,0,0,0,36
MSTRG.2585.1,0,0,0,0,0,0,0,14,0,0,0,45
MSTRG.2587.1,0,0,0,0,0,138,0,119,0,0,174,48
MSTRG.2591.1,0,0,0,0,0,0,0,0,0,0,0,37
MSTRG.2592.1,0,0,0,0,0,0,0,0,0,0,2,68
MSTRG.2600.1,0,0,0,0,0,0,0,0,116,0,0,0
MSTRG.2604.1,0,0,0,0,0,0,0,0,123,0,0,0
MSTRG.2608.1,0,0,0,0,101,192,148,322,0,4,781,1041
MSTRG.2609.1,0,0,0,0,0,14,0,45,0,0,0,41
MSTRG.2619.1,0,0,0,0,0,0,0,0,0,0,0,80
MSTRG.2621.1,0,0,0,0,0,109,0,236,167,0,0,17
MSTRG.2633.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2636.1,0,0,0,0,0,0,0,2,0,0,0,18
MSTRG.2695.1,0,0,0,0,0,0,0,148,0,0,0,0
MSTRG.2697.1,0,0,0,0,0,0,0,0,0,0,0,18
MSTRG.2706.1,0,0,0,0,0,0,0,0,0,0,0,26
MSTRG.2714.1,0,0,0,3,0,0,0,0,111,0,0,105
MSTRG.2735.1,0,0,0,1,0,0,0,5,0,0,0,29
MSTRG.2737.1,0,0,0,29,0,0,0,0,0,0,0,0
MSTRG.2762.1,0,0,0,164,0,0,0,0,0,0,0,0
MSTRG.2766.1,0,0,0,0,0,0,0,0,2,0,0,51
MSTRG.2768.1,0,0,0,52,0,0,0,0,0,0,0,64
MSTRG.2783.1,0,0,0,0,0,0,0,0,0,2,0,270
MSTRG.2785.1,0,0,0,275,0,15,0,0,0,0,288,99
MSTRG.2789.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.2793.1,0,0,0,89,2,0,0,0,16,0,0,59
MSTRG.2816.1,0,0,0,0,0,0,0,0,0,3,0,79
MSTRG.2817.1,0,0,0,0,0,31,0,215,0,15,0,29
MSTRG.2818.1,0,0,0,0,0,0,0,3,0,0,0,44
MSTRG.2840.1,0,0,0,0,0,0,0,0,0,0,0,50
MSTRG.2841.1,0,2,0,16,0,0,0,0,39,76,0,0
MSTRG.2847.1,0,0,0,0,0,0,0,0,0,0,0,30
MSTRG.2872.1,0,0,0,63,0,0,0,0,0,0,0,0
MSTRG.2882.1,0,0,0,0,748,0,0,0,295,0,0,0
MSTRG.2887.1,0,0,0,0,0,0,0,0,0,1,0,64
MSTRG.2890.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.2893.1,0,0,0,240,0,9,0,0,0,0,0,189
MSTRG.2898.1,0,0,0,2,0,0,0,0,0,0,0,83
MSTRG.2899.1,0,0,0,44,0,0,0,0,0,0,0,0
MSTRG.2902.1,0,0,0,16,0,0,0,24,68,258,2,3
MSTRG.2903.1,0,0,0,0,0,5,20,10,0,0,0,82
MSTRG.2921.1,0,0,0,0,0,0,0,0,0,258,0,0
MSTRG.2924.1,0,0,0,0,0,0,0,56,0,0,28,16
MSTRG.2925.1,0,0,0,20,0,0,0,4,0,164,0,51
MSTRG.2928.1,0,0,0,0,0,0,0,186,0,3,0,94
MSTRG.2929.1,0,0,0,0,0,0,0,0,0,0,0,55
MSTRG.2934.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.2940.1,0,0,0,0,0,0,310,39,0,0,10,149
MSTRG.2941.1,0,0,0,0,0,0,0,0,0,0,0,41
MSTRG.2994.1,0,0,0,0,0,0,0,0,0,0,0,19
MSTRG.2996.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.2999.1,0,0,0,0,0,0,0,0,0,0,0,23
MSTRG.3001.1,0,0,0,0,0,0,0,0,0,155,0,0
MSTRG.3002.1,0,0,0,0,0,0,0,0,236,0,23,56
MSTRG.3045.1,0,0,0,163,0,0,0,0,8,0,0,2
MSTRG.3046.1,0,0,0,48,0,2,0,2,19,0,0,4
MSTRG.3048.1,0,0,0,0,0,0,0,0,0,33,0,56
MSTRG.3064.1,0,0,0,0,0,0,0,0,437,9,0,6
MSTRG.3073.1,0,0,0,0,0,0,0,0,0,0,0,42
MSTRG.3075.1,0,0,0,0,0,0,0,0,0,320,0,0
MSTRG.3095.1,0,0,0,0,0,0,0,0,0,0,0,35
MSTRG.3097.1,0,0,0,120,0,0,0,0,0,0,0,0
MSTRG.3098.1,0,2284,0,6,0,2,0,357,0,3,117,2
MSTRG.3099.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.3102.1,0,0,0,0,0,0,0,0,19,0,0,33
MSTRG.3103.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.3112.1,0,0,0,0,0,0,0,386,0,448,0,82
MSTRG.3113.1,0,0,0,0,798,3,0,10,41,0,0,37
MSTRG.3118.1,0,0,0,0,0,0,0,0,0,0,0,24
MSTRG.3127.1,0,0,0,6,3,28,3,6,536,286,150,287
MSTRG.3129.1,0,0,0,0,0,0,3,0,0,117,0,0
MSTRG.3130.1,0,0,0,105,0,0,0,2,0,164,0,259
MSTRG.3131.1,0,0,0,215,0,0,0,23,2,109,7,64
MSTRG.3136.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.3171.1,0,0,0,0,0,0,0,0,0,0,0,38
MSTRG.3177.1,0,0,0,0,0,0,0,0,0,0,0,30
MSTRG.3175.1,0,0,0,0,0,0,0,0,0,0,0,56
MSTRG.3185.1,0,0,0,0,0,0,0,0,0,0,0,18
MSTRG.3196.1,0,1,0,25,1,0,0,1,0,1,1,3
MSTRG.3206.1,0,0,0,6,0,0,0,11,60,11,0,73
MSTRG.3250.1,0,0,0,1,0,9,0,6,107,212,0,19
MSTRG.3269.1,0,4,0,15,0,0,0,5,0,0,116,130
MSTRG.3270.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.3278.1,0,0,0,210,0,0,0,0,13,53,0,8
MSTRG.3282.1,0,0,0,35,0,0,0,57,36,15,20,62
MSTRG.3286.1,0,0,0,48,39,118,0,2,125,13,22,61
MSTRG.3290.1,0,0,0,78,754,65,0,252,35,0,26,446
MSTRG.3291.1,0,1570,0,0,5,0,0,162,5,0,10,142
MSTRG.3303.1,0,0,0,0,0,0,0,18,0,0,0,0
MSTRG.3311.1,0,0,0,0,0,0,0,0,0,0,0,63
MSTRG.3323.1,0,0,0,37,0,0,0,72,0,0,0,0
MSTRG.3333.1,0,67,0,144,0,132,0,53,21,18,101,116
MSTRG.3334.1,0,0,0,0,0,0,0,0,0,0,0,53
MSTRG.3336.1,0,0,0,0,0,0,0,0,0,0,0,65
MSTRG.3345.1,0,0,0,276,0,0,0,22,215,0,88,269
MSTRG.3346.1,0,0,0,0,0,0,83,0,1,66,41,49
MSTRG.3348.1,0,0,0,0,0,0,0,0,0,0,0,49
MSTRG.3350.1,0,0,0,0,0,0,81,48,17,35,96,226
MSTRG.3371.1,0,0,0,142,0,0,0,0,0,0,0,0
MSTRG.3377.1,0,0,0,0,0,0,0,0,0,34,0,0
MSTRG.3380.1,0,0,0,0,14,0,0,1,0,0,0,40
MSTRG.3384.1,0,0,0,0,0,0,0,0,19,1,0,0
MSTRG.3392.1,0,0,0,0,0,5,0,0,0,0,31,22
MSTRG.3404.1,0,0,0,0,0,0,0,0,0,0,0,30
MSTRG.3405.1,0,0,0,0,0,0,0,125,176,0,7,37
MSTRG.3454.1,0,0,0,0,0,0,0,0,79,10,0,23
MSTRG.3456.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.3463.1,0,0,0,0,0,0,0,0,0,74,0,35
MSTRG.3473.1,0,208,0,137,135,11,785,150,201,45,67,393
MSTRG.3482.1,0,0,0,0,29,0,0,114,0,0,16,45
MSTRG.3484.1,0,0,0,0,0,0,0,0,0,0,0,45
MSTRG.3498.1,0,0,0,0,0,0,0,0,0,814,0,25
MSTRG.3500.1,0,0,0,0,0,0,0,0,0,0,0,40
MSTRG.3501.1,0,0,0,0,0,0,0,0,4,0,0,26
MSTRG.3502.1,0,0,2,49,0,0,0,0,0,0,0,0
MSTRG.3505.1,0,0,0,0,0,0,0,132,0,0,0,7
MSTRG.3515.1,0,0,0,84,0,0,0,2,2,86,49,94
MSTRG.3525.1,0,0,0,34,0,0,0,0,0,0,0,15
MSTRG.3527.1,0,0,0,0,0,0,0,0,0,261,0,0
MSTRG.3533.1,0,0,0,0,7,0,0,241,0,0,0,0
MSTRG.3543.1,0,0,0,0,0,0,0,0,0,0,85,0
MSTRG.3546.1,0,0,0,0,0,0,9,0,0,234,0,10
MSTRG.3547.1,0,0,0,0,0,0,0,0,0,0,0,45
MSTRG.3551.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.3552.1,0,0,0,60,0,2,0,0,7,22,5,72
MSTRG.3553.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.3592.1,0,0,0,0,0,0,0,0,0,0,0,45
MSTRG.3593.1,0,0,0,0,0,0,0,0,0,150,0,55
MSTRG.3597.1,0,2,0,4,0,271,0,2,13,347,15,112
MSTRG.3604.1,0,0,0,0,0,0,0,0,3,0,0,128
MSTRG.3607.1,0,0,0,0,0,0,0,0,0,0,0,24
MSTRG.3609.1,0,0,0,0,0,0,0,0,0,0,0,39
MSTRG.3625.1,0,0,0,2,0,0,0,0,45,17,0,74
MSTRG.3633.1,0,0,0,2,0,0,0,74,15,66,1,135
MSTRG.3646.1,0,0,0,0,0,0,0,13,169,0,1,1
MSTRG.3658.1,0,0,0,14,0,2,10,42,0,94,0,3
MSTRG.3661.1,0,0,0,0,0,0,0,0,134,0,0,0
MSTRG.3667.1,0,0,0,216,0,0,0,0,247,33,0,0
MSTRG.3670.1,0,0,0,0,0,0,0,0,0,0,0,19
MSTRG.3671.1,0,0,0,0,0,0,0,0,0,48,0,0
MSTRG.3674.1,0,0,0,0,0,0,0,0,0,253,0,0
MSTRG.3682.1,0,17,0,114,497,0,43,15,0,166,350,249
MSTRG.3685.1,0,0,0,0,0,30,0,230,0,0,0,54
MSTRG.3688.1,0,0,0,0,0,0,0,0,0,0,3,17
MSTRG.3696.1,0,0,0,0,30,0,0,0,0,0,0,0
MSTRG.3699.1,0,0,0,0,0,0,0,0,0,0,0,32
MSTRG.3705.1,0,0,3,11,47,0,0,56,0,0,0,160
MSTRG.3708.1,0,0,0,52,0,0,0,104,0,35,0,190
MSTRG.3732.1,0,0,0,4,7,0,0,1,0,0,6,188
MSTRG.3733.1,0,0,0,0,0,0,0,0,0,0,0,21
MSTRG.3736.1,0,0,0,0,0,0,0,0,0,0,0,117
MSTRG.3742.1,0,0,0,0,0,3,0,0,0,0,0,18
MSTRG.3749.1,0,0,0,0,0,0,0,0,0,0,23,44
MSTRG.3753.1,0,0,0,0,0,0,0,0,0,0,136,0
MSTRG.3755.1,0,0,0,0,0,0,0,0,0,661,0,0
MSTRG.3757.1,0,0,0,145,0,0,0,0,0,0,0,0
MSTRG.3765.1,0,0,0,0,0,0,0,0,0,0,0,31
MSTRG.3781.1,0,0,0,0,0,0,0,0,279,0,0,0
MSTRG.3813.1,0,0,0,140,0,0,0,0,0,0,0,0
MSTRG.3844.1,0,0,0,0,0,0,0,0,0,0,0,69
MSTRG.3849.1,0,0,0,0,0,0,0,0,0,0,0,107
MSTRG.3850.1,0,0,0,48,0,0,0,7,13,0,0,141
MSTRG.3868.1,0,0,0,0,0,0,0,0,0,0,0,20
MSTRG.3876.1,0,0,0,0,539,458,30,59,0,0,23,571
MSTRG.3883.1,0,0,0,0,0,0,0,0,5,72,0,14
MSTRG.3884.1,0,0,0,0,0,0,0,0,0,0,8,80
MSTRG.3903.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.3909.1,0,0,0,0,178,273,40,682,4,0,878,486
MSTRG.3912.1,0,0,0,35,0,0,0,0,0,0,8,63
MSTRG.3913.1,0,0,0,0,0,0,0,0,0,0,0,19
MSTRG.3923.1,0,0,0,0,0,0,13,0,0,0,0,33
MSTRG.3940.1,0,0,0,0,0,0,0,0,0,0,0,53
MSTRG.3941.1,0,0,0,10,0,0,0,19,61,139,60,156
MSTRG.3944.1,0,0,0,64,0,0,0,0,0,0,275,43
MSTRG.3959.1,0,0,0,0,0,0,0,0,0,206,0,0
MSTRG.3985.1,0,0,0,0,0,518,0,0,48,2,0,4
MSTRG.3994.1,0,353,0,12,25,135,0,157,132,59,306,785
MSTRG.4005.1,0,14,169,162,0,6,4,239,37,20,24,147
MSTRG.4016.1,0,0,0,13,0,0,0,0,131,0,0,0
MSTRG.4018.1,0,0,0,14,0,3,0,16,0,0,9,32
MSTRG.4020.1,0,0,0,0,0,350,0,0,0,0,0,0
MSTRG.4023.1,0,3,0,156,115,285,1255,240,296,0,33,141
MSTRG.4046.1,0,0,0,0,0,0,0,0,0,773,2,0
MSTRG.4049.1,0,0,0,0,0,0,0,0,20,0,0,0
MSTRG.4051.1,0,20,0,35,0,0,0,45,0,2,167,139
MSTRG.4069.1,0,0,0,0,0,4,0,2,0,0,0,50
MSTRG.4076.1,0,0,0,0,0,0,0,20,0,0,0,118
MSTRG.4097.1,0,0,0,0,0,0,0,0,0,0,0,61
MSTRG.4098.1,0,0,0,0,0,0,0,0,0,0,0,59
MSTRG.4103.1,0,0,0,4,0,0,0,0,18,0,0,37
MSTRG.4114.1,0,0,0,0,0,0,0,0,0,14,0,152
MSTRG.4127.1,0,0,0,0,112,2,5,0,128,2,39,51
MSTRG.4128.1,0,0,0,0,0,0,0,0,45,0,0,100
MSTRG.4129.1,0,0,0,6,110,16,0,83,17,183,32,24
MSTRG.4134.1,0,0,0,0,0,0,0,0,0,0,0,34
MSTRG.4202.1,0,0,0,0,0,0,0,17,29,0,16,47
MSTRG.4203.1,0,0,0,37,0,0,0,110,213,0,0,2
MSTRG.4206.1,0,0,0,0,0,0,0,0,0,0,0,48
MSTRG.4221.1,0,0,0,0,0,0,0,0,0,0,0,20
MSTRG.4228.1,0,0,0,0,0,0,0,0,0,0,0,70
MSTRG.4262.1,0,0,0,0,0,0,0,0,0,73,0,0
MSTRG.4291.1,0,0,0,2,0,444,0,74,0,198,389,21
MSTRG.4306.1,0,0,0,0,0,0,0,0,0,0,0,59
MSTRG.4310.1,0,0,3,3,92,2,27,0,0,266,0,102
MSTRG.4311.1,0,0,0,24,31,0,3,12,0,0,21,195
MSTRG.4344.1,0,145,0,28,0,0,0,0,0,0,0,38
MSTRG.4345.1,0,0,0,3,0,0,0,0,0,0,0,21
MSTRG.4357.1,0,0,0,0,0,8,0,0,5,0,0,37
MSTRG.4358.1,0,647,46,51,0,1,0,0,53,27,0,50
MSTRG.4373.1,0,0,0,436,221,7,0,49,0,0,3,207
MSTRG.4380.1,0,0,0,0,0,0,16,33,0,0,93,62
MSTRG.4381.1,0,2,0,0,370,264,1370,163,141,10,479,694
MSTRG.4386.1,0,0,0,0,0,0,5,0,0,0,34,20
MSTRG.4387.1,0,0,0,0,0,0,0,0,0,98,0,0
MSTRG.4407.1,0,0,0,0,0,0,0,0,0,0,40,54
MSTRG.4426.1,0,0,0,0,15,86,3,529,0,0,19,84
MSTRG.4437.1,0,0,0,0,0,0,0,542,0,0,0,0
MSTRG.4445.1,0,0,0,0,17,0,0,0,0,0,0,2
MSTRG.4469.1,0,0,0,0,0,0,0,2,91,0,0,0
MSTRG.4472.1,0,0,0,0,0,0,0,11,0,131,0,4
MSTRG.4483.1,0,0,0,0,0,0,0,62,0,160,0,746
MSTRG.4484.1,0,0,0,0,0,13,0,24,33,121,23,97
MSTRG.4485.1,0,0,0,0,0,0,187,0,18,0,11,147
MSTRG.4489.1,0,0,0,0,0,47,0,157,0,0,0,179
MSTRG.4492.1,0,0,0,3,0,12,5,60,0,0,0,0
MSTRG.4494.1,0,0,0,0,0,0,0,0,0,0,0,28
MSTRG.4496.1,0,0,0,0,0,0,0,242,0,0,0,0
MSTRG.4502.1,0,0,0,243,0,0,0,0,0,0,0,0
MSTRG.4504.1,0,0,0,0,55,124,0,0,0,0,318,13
MSTRG.4507.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.4518.1,0,0,0,0,11,0,0,0,6,7,5,93
MSTRG.4521.1,0,0,0,0,299,30,0,1,0,0,119,60
MSTRG.4522.1,0,0,0,7,0,0,0,0,10,0,0,35
MSTRG.4529.1,0,0,0,0,0,0,0,0,0,0,0,22
MSTRG.4539.1,0,143,0,11,110,278,0,259,86,0,500,607
MSTRG.4569.1,0,0,0,0,0,0,0,0,0,0,0,19
MSTRG.4570.1,0,1490,0,146,0,0,0,9,5,2,2,18
MSTRG.4580.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.4587.1,0,0,0,0,0,0,0,0,0,141,0,0
MSTRG.4589.1,0,0,0,0,0,0,0,92,0,0,0,114
MSTRG.4590.1,0,0,135,0,0,0,0,0,0,0,0,31
MSTRG.4596.1,0,400,0,16,0,0,0,0,0,0,0,0
MSTRG.4605.1,0,0,0,31,0,0,0,0,0,0,0,3
MSTRG.4606.1,0,0,0,14,0,0,0,0,95,423,0,85
MSTRG.4623.1,0,0,0,0,0,0,0,14,0,319,0,2
MSTRG.4626.1,0,0,0,0,65,0,0,0,59,0,0,19
MSTRG.4630.1,0,0,0,0,0,0,0,15,0,0,0,93
MSTRG.4631.1,0,0,0,9,0,0,0,0,10,0,0,88
MSTRG.4632.1,0,0,0,82,0,0,0,0,0,0,0,0
MSTRG.4637.1,0,0,0,0,0,0,0,0,0,0,0,119
MSTRG.4643.1,0,0,0,101,0,0,0,0,0,0,0,0
MSTRG.4648.1,0,0,0,0,0,0,0,0,245,0,2,0
MSTRG.4650.1,0,0,0,0,0,412,0,0,0,0,0,0
MSTRG.4651.1,0,0,0,0,0,0,0,0,0,0,0,36
MSTRG.4665.1,0,0,0,0,11,470,2,88,0,0,144,659
MSTRG.4666.1,0,12,0,0,318,92,0,732,0,42,101,924
MSTRG.4670.1,0,0,0,0,0,0,0,0,344,0,0,0
MSTRG.4690.1,0,0,0,80,0,0,0,0,0,154,13,464
MSTRG.4695.1,0,0,0,0,0,34,0,0,0,0,0,0
MSTRG.4714.1,0,0,0,60,0,0,0,0,0,0,0,24
